Examens,Sujet,Nom,Prénom,Matiere,Lycée,Surveillant,Date
954,Examen 2eme Trimestre;2,Burke,Alison,Anglais;4,Chavagne;2,Marguerite Michel;8,1995-07-12 01:20:41
955,Examen Ier Trimestre;1,Salazar,Jessica,Anglais;4,La Perverie;4,Daniel Bertin-Martin;5,2003-05-01 06:08:25
956,Examen Ier Trimestre;1,Watts,Michelle,Allemand;3,Notre Dame de toutes Aides;3,Augustin Gauthier-Allard;9,1973-05-15 15:22:13
957,Examen Ier Trimestre;1,Rogers,Kevin,Allemand;3,Notre Dame de toutes Aides;3,Juliette Renault;13,2016-02-29 08:48:09
958,Examen 3eme Trimestre;3,Baker,James,Math;1,Chavagne;2,Augustin Gauthier-Allard;9,1971-10-03 01:11:56
959,Examen 3eme Trimestre;3,Davis,Brandon,Hist-Géo;2,Notre Dame de toutes Aides;3,Augustin Gauthier-Allard;9,1993-07-03 11:08:54
960,Examen 2eme Trimestre;2,Taylor,Nicholas,Math;1,Loquidy;1,Raymond-Philippe Bernard;4,2014-02-26 12:55:38
961,Examen 2eme Trimestre;2,Sandoval,Russell,Francais;5,Lycée Clemenceau;5Lycée Saint Stanislas;6,Corinne du Gaillard;1,1984-10-15 20:14:52
962,Examen 2eme Trimestre;2,Gay,Kimberly,Allemand;3,La Perverie;4,Pauline Boulay	;3,1994-09-20 03:40:56
963,Examen 3eme Trimestre;3,Henderson,James,Hist-Géo;2,La Perverie;4,Corinne du Gaillard;1,1986-03-14 06:14:24
964,Examen 2eme Trimestre;2,Williams,Katherine,Allemand;3,Notre Dame de toutes Aides;3,Corinne du Gaillard;1,1971-08-31 02:44:54
965,Examen Ier Trimestre;1,Larsen,Margaret,Anglais;4,Loquidy;1,Théophile-Michel Renault;12,2011-11-27 00:21:08
966,Examen 3eme Trimestre;3,Cummings,Brent,Hist-Géo;2,Chavagne;2,Thibaut Boulay;6,1998-05-18 04:03:54
967,Examen 2eme Trimestre;2,Diaz,Jennifer,Anglais;4,La Perverie;4,Marguerite Michel;8,2023-11-23 11:22:56
968,Examen Ier Trimestre;1,Mitchell,Eric,Anglais;4,La Perverie;4,Pauline Boulay	;3,2020-08-26 00:22:26
969,Examen 2eme Trimestre;2,Rodriguez,Kristine,Francais;5,Notre Dame de toutes Aides;3,Daniel Bertin-Martin;5,1990-06-28 21:02:34
970,Examen 3eme Trimestre;3,Mccarthy,Bethany,Francais;5,Lycée Clemenceau;5Lycée Saint Stanislas;6,Juliette Renault;13,2020-07-07 12:24:13
971,Examen 2eme Trimestre;2,Garcia,Clayton,Anglais;4,La Perverie;4,Raymond-Philippe Bernard;4,2001-10-20 23:10:12
972,Examen 2eme Trimestre;2,Acosta,Brent,Francais;5,La Perverie;4,Daniel Bertin-Martin;5,2005-10-25 20:03:17
973,Examen 3eme Trimestre;3,Bradley,Amanda,Francais;5,Loquidy;1,Thibaut Boulay;6,1976-01-01 23:21:56
974,Examen 3eme Trimestre;3,Anderson,Samuel,Hist-Géo;2,Lycée Clemenceau;5Lycée Saint Stanislas;6,Daniel Bertin-Martin;5,2004-07-05 19:57:17
975,Examen 2eme Trimestre;2,Delgado,Crystal,Francais;5,Notre Dame de toutes Aides;3,Eleonore Leroy Le Giraud;14,1980-12-17 18:23:35
976,Examen 2eme Trimestre;2,Guerrero,Amy,Allemand;3,Lycée Clemenceau;5Lycée Saint Stanislas;6,Juliette Renault;13,1985-09-29 15:16:01
977,Examen 2eme Trimestre;2,Harris,Jerry,Hist-Géo;2,Lycée Clemenceau;5Lycée Saint Stanislas;6,Juliette Renault;13,2014-05-27 18:05:05
978,Examen Ier Trimestre;1,Hardy,Lance,Francais;5,Loquidy;1,Augustin Gauthier-Allard;9,1972-05-02 20:04:53
979,Examen Ier Trimestre;1,Howard,Daniel,Hist-Géo;2,Lycée Clemenceau;5Lycée Saint Stanislas;6,Augustin Gauthier-Allard;9,1995-09-15 04:26:02
980,Examen Ier Trimestre;1,Stephens,Andrew,Allemand;3,Chavagne;2,Juliette Renault;13,1983-08-21 12:16:07
981,Examen Ier Trimestre;1,Livingston,Kristin,Math;1,Lycée Clemenceau;5Lycée Saint Stanislas;6,Emmanuel Fernandes-Lopez	;	2	,1992-11-07 15:17:47
982,Examen Ier Trimestre;1,Bryan,Patrick,Math;1,La Perverie;4,Eleonore Leroy Le Giraud;14,1978-06-14 09:20:00
983,Examen 2eme Trimestre;2,Vega,Melissa,Francais;5,Loquidy;1,Raymond-Philippe Bernard;4,2017-12-06 23:44:48
984,Examen 2eme Trimestre;2,Hamilton,Randy,Francais;5,Chavagne;2,Marcel Didier;10,2016-01-09 11:08:15
985,Examen 2eme Trimestre;2,Sharp,Keith,Math;1,Lycée Clemenceau;5Lycée Saint Stanislas;6,Pauline Boulay	;3,1998-03-05 22:20:24
986,Examen 3eme Trimestre;3,Phillips,Nathan,Allemand;3,La Perverie;4,Théophile-Michel Renault;12,2006-04-05 18:48:19
987,Examen 2eme Trimestre;2,Bell,Roberto,Allemand;3,Notre Dame de toutes Aides;3,Pauline Boulay	;3,1973-09-12 21:08:29
988,Examen Ier Trimestre;1,Ray,Lisa,Allemand;3,La Perverie;4,Marcel Didier;10,1971-08-17 23:20:37
989,Examen 3eme Trimestre;3,Powers,Dean,Math;1,Lycée Clemenceau;5Lycée Saint Stanislas;6,Daniel Bertin-Martin;5,2007-11-14 07:06:32
990,Examen Ier Trimestre;1,Reese,Laura,Francais;5,Loquidy;1,Corinne du Gaillard;1,2018-06-22 14:25:21
991,Examen 2eme Trimestre;2,Fitzgerald,Howard,Math;1,Notre Dame de toutes Aides;3,Augustin Gauthier-Allard;9,1989-09-16 23:12:58
992,Examen Ier Trimestre;1,Kim,Robert,Anglais;4,Notre Dame de toutes Aides;3,Marguerite Michel;8,1986-09-29 03:14:34
993,Examen 3eme Trimestre;3,Hogan,Johnathan,Francais;5,Chavagne;2,Augustin Gauthier-Allard;9,1996-09-13 17:19:49
994,Examen 3eme Trimestre;3,Morales,Abigail,Francais;5,Lycée Clemenceau;5Lycée Saint Stanislas;6,Corinne du Gaillard;1,1972-12-05 08:53:25
995,Examen 2eme Trimestre;2,Pitts,Yolanda,Francais;5,Chavagne;2,Jacqueline de Bruneau;7,1982-07-23 17:39:56
996,Examen 3eme Trimestre;3,Bentley,Lisa,Francais;5,Chavagne;2,Thibaut Boulay;6,1978-11-25 04:20:52
997,Examen Ier Trimestre;1,Thompson,Bryan,Math;1,Lycée Clemenceau;5Lycée Saint Stanislas;6,Raymond-Philippe Bernard;4,1999-04-02 23:42:05
998,Examen Ier Trimestre;1,Rowe,Diane,Allemand;3,Chavagne;2,Sophie Parent;11,2014-04-28 23:41:04
999,Examen 3eme Trimestre;3,Horn,Dustin,Anglais;4,Loquidy;1,Eleonore Leroy Le Giraud;14,1999-02-19 15:45:48
1000,Examen 3eme Trimestre;3,Atkinson,Michael,Allemand;3,Lycée Clemenceau;5Lycée Saint Stanislas;6,Corinne du Gaillard;1,2020-05-11 13:33:27
